class_id,label,number_of_videos,number_of_signers,selected,reason_if_excluded
hatchet,hatchet,1,unavailable,False,only 1 usable videos (< 15)
hat,hat,1,unavailable,False,only 1 usable videos (< 15)
hashtag,hashtag,1,unavailable,False,only 1 usable videos (< 15)
haryana,haryana,1,unavailable,False,only 1 usable videos (< 15)
draughtsman,draughtsman,1,unavailable,False,only 1 usable videos (< 15)
drama,drama,1,unavailable,False,only 1 usable videos (< 15)
drainage,drainage,1,unavailable,False,only 1 usable videos (< 15)
draftsmen,draftsmen,1,unavailable,False,only 1 usable videos (< 15)
draft,draft,1,unavailable,False,only 1 usable videos (< 15)
download,download,1,unavailable,False,only 1 usable videos (< 15)
down,down,1,unavailable,False,only 1 usable videos (< 15)
double entry,double entry,1,unavailable,False,only 1 usable videos (< 15)
double click,double click,1,unavailable,False,only 1 usable videos (< 15)
double,double,1,unavailable,False,only 1 usable videos (< 15)
here,here,1,unavailable,False,only 1 usable videos (< 15)
her,her,1,unavailable,False,only 1 usable videos (< 15)
hemophilia,hemophilia,1,unavailable,False,only 1 usable videos (< 15)
helicopter,helicopter,1,unavailable,False,only 1 usable videos (< 15)
heir,heir,1,unavailable,False,only 1 usable videos (< 15)
heifer calf,heifer calf,1,unavailable,False,only 1 usable videos (< 15)
heavy,heavy,1,unavailable,False,only 1 usable videos (< 15)
heavier,heavier,1,unavailable,False,only 1 usable videos (< 15)
heat engine,heat engine,1,unavailable,False,only 1 usable videos (< 15)
heat,heat,1,unavailable,False,only 1 usable videos (< 15)
hearsay,hearsay,1,unavailable,False,only 1 usable videos (< 15)
health,health,1,unavailable,False,only 1 usable videos (< 15)
headache,headache,1,unavailable,False,only 1 usable videos (< 15)
head pan,head pan,1,unavailable,False,only 1 usable videos (< 15)
head office,head office,1,unavailable,False,only 1 usable videos (< 15)
head of income,head of income,1,unavailable,False,only 1 usable videos (< 15)
hindu undivided family,hindu undivided family,1,unavailable,False,only 1 usable videos (< 15)
hindi,hindi,1,unavailable,False,only 1 usable videos (< 15)
himself,himself,1,unavailable,False,only 1 usable videos (< 15)
himachal pradesh,himachal pradesh,1,unavailable,False,only 1 usable videos (< 15)
him,him,1,unavailable,False,only 1 usable videos (< 15)
hill garden,hill garden,1,unavailable,False,only 1 usable videos (< 15)
high resistance,high resistance,1,unavailable,False,only 1 usable videos (< 15)
high court,high court,1,unavailable,False,only 1 usable videos (< 15)
high,high,1,unavailable,False,only 1 usable videos (< 15)
hide,hide,1,unavailable,False,only 1 usable videos (< 15)
hexadecimal,hexadecimal,1,unavailable,False,only 1 usable videos (< 15)
herself,herself,1,unavailable,False,only 1 usable videos (< 15)
hers,hers,1,unavailable,False,only 1 usable videos (< 15)
herps virus,herps virus,1,unavailable,False,only 1 usable videos (< 15)
herpes,herpes,1,unavailable,False,only 1 usable videos (< 15)
herniated intervertebral,herniated intervertebral,1,unavailable,False,only 1 usable videos (< 15)
home,home,1,unavailable,False,only 1 usable videos (< 15)
holy,holy,1,unavailable,False,only 1 usable videos (< 15)
hollow blocks,hollow blocks,1,unavailable,False,only 1 usable videos (< 15)
hollow,hollow,1,unavailable,False,only 1 usable videos (< 15)
holiday,holiday,1,unavailable,False,only 1 usable videos (< 15)
holi,holi,1,unavailable,False,only 1 usable videos (< 15)
holder,holder,1,unavailable,False,only 1 usable videos (< 15)
hold,hold,1,unavailable,False,only 1 usable videos (< 15)
hoe,hoe,1,unavailable,False,only 1 usable videos (< 15)
hockey,hockey,1,unavailable,False,only 1 usable videos (< 15)
hoarding,hoarding,1,unavailable,False,only 1 usable videos (< 15)
history,history,1,unavailable,False,only 1 usable videos (< 15)
his,his,1,unavailable,False,only 1 usable videos (< 15)
hire purchase,hire purchase,1,unavailable,False,only 1 usable videos (< 15)
hire charges,hire charges,1,unavailable,False,only 1 usable videos (< 15)
hip hugger,hip hugger,1,unavailable,False,only 1 usable videos (< 15)
documents,documents,1,unavailable,False,only 1 usable videos (< 15)
document,document,1,unavailable,False,only 1 usable videos (< 15)
doctor,doctor,1,unavailable,False,only 1 usable videos (< 15)
dizzy,dizzy,1,unavailable,False,only 1 usable videos (< 15)
divorcee,divorcee,1,unavailable,False,only 1 usable videos (< 15)
divorce petition,divorce petition,1,unavailable,False,only 1 usable videos (< 15)
divorce,divorce,1,unavailable,False,only 1 usable videos (< 15)
horizontal line,horizontal line,1,unavailable,False,only 1 usable videos (< 15)
horizontal,horizontal,1,unavailable,False,only 1 usable videos (< 15)
hop,hop,1,unavailable,False,only 1 usable videos (< 15)
hook worm disease,hook worm disease,1,unavailable,False,only 1 usable videos (< 15)
hook and eye,hook and eye,1,unavailable,False,only 1 usable videos (< 15)
honorarium,honorarium,1,unavailable,False,only 1 usable videos (< 15)
honey,honey,1,unavailable,False,only 1 usable videos (< 15)
homicide,homicide,1,unavailable,False,only 1 usable videos (< 15)
home gardens,home gardens,1,unavailable,False,only 1 usable videos (< 15)
disrespect,disrespect,1,unavailable,False,only 1 usable videos (< 15)
displacement,displacement,1,unavailable,False,only 1 usable videos (< 15)
dispersion,dispersion,1,unavailable,False,only 1 usable videos (< 15)
housing loan,housing loan,1,unavailable,False,only 1 usable videos (< 15)
housing,housing,1,unavailable,False,only 1 usable videos (< 15)
hot to feel,hot to feel,1,unavailable,False,only 1 usable videos (< 15)
hosticide,hosticide,1,unavailable,False,only 1 usable videos (< 15)
hospital,hospital,1,unavailable,False,only 1 usable videos (< 15)
horse cart,horse cart,1,unavailable,False,only 1 usable videos (< 15)
horizontal surface,horizontal surface,1,unavailable,False,only 1 usable videos (< 15)
dolly,dolly,1,unavailable,False,only 1 usable videos (< 15)
dollar,dollar,1,unavailable,False,only 1 usable videos (< 15)
doll,doll,1,unavailable,False,only 1 usable videos (< 15)
doli in capax,doli in capax,1,unavailable,False,only 1 usable videos (< 15)
doe,doe,1,unavailable,False,only 1 usable videos (< 15)
documents of title,documents of title,1,unavailable,False,only 1 usable videos (< 15)
huge,huge,1,unavailable,False,only 1 usable videos (< 15)
huawei mobile,huawei mobile,1,unavailable,False,only 1 usable videos (< 15)
html tag,html tag,1,unavailable,False,only 1 usable videos (< 15)
html,html,1,unavailable,False,only 1 usable videos (< 15)
htc mobile,htc mobile,1,unavailable,False,only 1 usable videos (< 15)
hsbc bank,hsbc bank,1,unavailable,False,only 1 usable videos (< 15)
how much,how much,1,unavailable,False,only 1 usable videos (< 15)
how big,how big,1,unavailable,False,only 1 usable videos (< 15)
how,how,1,unavailable,False,only 1 usable videos (< 15)
diving,diving,1,unavailable,False,only 1 usable videos (< 15)
dividend,dividend,1,unavailable,False,only 1 usable videos (< 15)
dithering,dithering,1,unavailable,False,only 1 usable videos (< 15)
district jail,district jail,1,unavailable,False,only 1 usable videos (< 15)
district court,district court,1,unavailable,False,only 1 usable videos (< 15)
distribution,distribution,1,unavailable,False,only 1 usable videos (< 15)
distance learning,distance learning,1,unavailable,False,only 1 usable videos (< 15)
hydrology,hydrology,1,unavailable,False,only 1 usable videos (< 15)
hydro energy,hydro energy,1,unavailable,False,only 1 usable videos (< 15)
hydro electricity,hydro electricity,1,unavailable,False,only 1 usable videos (< 15)
hydrautic press,hydrautic press,1,unavailable,False,only 1 usable videos (< 15)
hydrautic lift,hydrautic lift,1,unavailable,False,only 1 usable videos (< 15)
hydrautic brake,hydrautic brake,1,unavailable,False,only 1 usable videos (< 15)
hydraulic sprayer,hydraulic sprayer,1,unavailable,False,only 1 usable videos (< 15)
hydathodes,hydathodes,1,unavailable,False,only 1 usable videos (< 15)
hut,hut,1,unavailable,False,only 1 usable videos (< 15)
hurt,hurt,1,unavailable,False,only 1 usable videos (< 15)
hurdle race,hurdle race,1,unavailable,False,only 1 usable videos (< 15)
hungary,hungary,1,unavailable,False,only 1 usable videos (< 15)
hundred,hundred,1,unavailable,False,only 1 usable videos (< 15)
humped,humped,1,unavailable,False,only 1 usable videos (< 15)
humidity,humidity,1,unavailable,False,only 1 usable videos (< 15)
humble,humble,1,unavailable,False,only 1 usable videos (< 15)
identification,identification,1,unavailable,False,only 1 usable videos (< 15)
identical,identical,1,unavailable,False,only 1 usable videos (< 15)
idea,idea,1,unavailable,False,only 1 usable videos (< 15)
idd,idd,1,unavailable,False,only 1 usable videos (< 15)
idbi bank,idbi bank,1,unavailable,False,only 1 usable videos (< 15)
icici bank,icici bank,1,unavailable,False,only 1 usable videos (< 15)
iceland,iceland,1,unavailable,False,only 1 usable videos (< 15)
ice hockey,ice hockey,1,unavailable,False,only 1 usable videos (< 15)
iball mobile,iball mobile,1,unavailable,False,only 1 usable videos (< 15)
i understand,i understand,1,unavailable,False,only 1 usable videos (< 15)
i don't know,i don't know,1,unavailable,False,only 1 usable videos (< 15)
i,i,1,unavailable,False,only 1 usable videos (< 15)
hypoxia,hypoxia,1,unavailable,False,only 1 usable videos (< 15)
hypothecated,hypothecated,1,unavailable,False,only 1 usable videos (< 15)
hypotension,hypotension,1,unavailable,False,only 1 usable videos (< 15)
hydropneumatic sprayer,hydropneumatic sprayer,1,unavailable,False,only 1 usable videos (< 15)
in front of,in front of,1,unavailable,False,only 1 usable videos (< 15)
in advance,in advance,1,unavailable,False,only 1 usable videos (< 15)
impure,impure,1,unavailable,False,only 1 usable videos (< 15)
improvement,improvement,1,unavailable,False,only 1 usable videos (< 15)
improve,improve,1,unavailable,False,only 1 usable videos (< 15)
important,important,1,unavailable,False,only 1 usable videos (< 15)
import,import,1,unavailable,False,only 1 usable videos (< 15)
implementation,implementation,1,unavailable,False,only 1 usable videos (< 15)
immovable property,immovable property,1,unavailable,False,only 1 usable videos (< 15)
immiscibility,immiscibility,1,unavailable,False,only 1 usable videos (< 15)
immediate,immediate,1,unavailable,False,only 1 usable videos (< 15)
illiterate,illiterate,1,unavailable,False,only 1 usable videos (< 15)
ifsc,ifsc,1,unavailable,False,only 1 usable videos (< 15)
idfc bank,idfc bank,1,unavailable,False,only 1 usable videos (< 15)
identity card,identity card,1,unavailable,False,only 1 usable videos (< 15)
identity,identity,1,unavailable,False,only 1 usable videos (< 15)
diseases,diseases,1,unavailable,False,only 1 usable videos (< 15)
disease control of plant,disease control of plant,1,unavailable,False,only 1 usable videos (< 15)
discretionary limit,discretionary limit,1,unavailable,False,only 1 usable videos (< 15)
discover,discover,1,unavailable,False,only 1 usable videos (< 15)
income tax,income tax,1,unavailable,False,only 1 usable videos (< 15)
income,income,1,unavailable,False,only 1 usable videos (< 15)
include,include,1,unavailable,False,only 1 usable videos (< 15)
incharge,incharge,1,unavailable,False,only 1 usable videos (< 15)
inch,inch,1,unavailable,False,only 1 usable videos (< 15)
incentive,incentive,1,unavailable,False,only 1 usable videos (< 15)
inauguration,inauguration,1,unavailable,False,only 1 usable videos (< 15)
inauguaration,inauguaration,1,unavailable,False,only 1 usable videos (< 15)
inactive,inactive,1,unavailable,False,only 1 usable videos (< 15)
in the middle,in the middle,1,unavailable,False,only 1 usable videos (< 15)
in multiples of,in multiples of,1,unavailable,False,only 1 usable videos (< 15)
in lieu of,in lieu of,1,unavailable,False,only 1 usable videos (< 15)
indian national congress,indian national congress,1,unavailable,False,only 1 usable videos (< 15)
india gate,india gate,1,unavailable,False,only 1 usable videos (< 15)
index,index,1,unavailable,False,only 1 usable videos (< 15)
independence day,independence day,1,unavailable,False,only 1 usable videos (< 15)
indent,indent,1,unavailable,False,only 1 usable videos (< 15)
incompetence,incompetence,1,unavailable,False,only 1 usable videos (< 15)
disolution,disolution,1,unavailable,False,only 1 usable videos (< 15)
disobey,disobey,1,unavailable,False,only 1 usable videos (< 15)
dismissal,dismissal,1,unavailable,False,only 1 usable videos (< 15)
dislike,dislike,1,unavailable,False,only 1 usable videos (< 15)
dishonoured bill,dishonoured bill,1,unavailable,False,only 1 usable videos (< 15)
dish antenna,dish antenna,1,unavailable,False,only 1 usable videos (< 15)
dish,dish,1,unavailable,False,only 1 usable videos (< 15)
disguise,disguise,1,unavailable,False,only 1 usable videos (< 15)
diseases of animals,diseases of animals,1,unavailable,False,only 1 usable videos (< 15)
diseases and enemies of fish,diseases and enemies of fish,1,unavailable,False,only 1 usable videos (< 15)
influenza flu,influenza flu,1,unavailable,False,only 1 usable videos (< 15)
inflammatory bowel disease,inflammatory bowel disease,1,unavailable,False,only 1 usable videos (< 15)
infinity,infinity,1,unavailable,False,only 1 usable videos (< 15)
infection,infection,1,unavailable,False,only 1 usable videos (< 15)
infanticide,infanticide,1,unavailable,False,only 1 usable videos (< 15)
inelastic,inelastic,1,unavailable,False,only 1 usable videos (< 15)
inefficient,inefficient,1,unavailable,False,only 1 usable videos (< 15)
industrial building,industrial building,1,unavailable,False,only 1 usable videos (< 15)
inductor,inductor,1,unavailable,False,only 1 usable videos (< 15)
indoor gardening,indoor gardening,1,unavailable,False,only 1 usable videos (< 15)
indonesia,indonesia,1,unavailable,False,only 1 usable videos (< 15)
indira gandhi,indira gandhi,1,unavailable,False,only 1 usable videos (< 15)
indicator,indicator,1,unavailable,False,only 1 usable videos (< 15)
indian sign language teachers  association,indian sign language teachers  association,1,unavailable,False,only 1 usable videos (< 15)
indian sign language research and training centre,indian sign language research and training centre,1,unavailable,False,only 1 usable videos (< 15)
